"Champion","Name","Erscheinungsdatum","TagDate","BannrateNachher","BannrateVorher","BeliebtheitNachher","BeliebtheitVorher","GewinnrateNachher","GewinnrateVorher","DeltaBannrate","DeltaBeliebtheit","DeltaGewinnrate"
"Soraka","Original","21-Feb-2009",14296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soraka","Dryad","03-Jun-2010",14763,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soraka","Divine","02-Nov-2010",14915,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soraka","Celestine","05-Mar-2013",15769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soraka","Order of the Banana","31-Mar-2015",16525,0.0016,0.0017,0.0388,0.0441,0.5104,0.5104,-9.99999999999998e-05,-0.0053,0
"Soraka","Program","06-Apr-2016",16897,0.3033,0.1369,0.1239,0.1151,0.5421,0.5274,0.1664,0.0088,0.0147
"Soraka","Star Guardian","06-Sep-2017",17415,0.2598,0.0331,0.1787,0.0944,0.5438,0.5407,0.2267,0.0843,0.00309999999999999
"Soraka","Pajama Guardian","21-Nov-2018",17856,0.0134,0.0164,0.0763,0.066,0.5107,0.5052,-0.003,0.0103,0.00550000000000006
"Soraka","Dawnbringer","12-Dec-2019",18242,0.0267,0.0088,0.1127,0.049,0.5314,0.5213,0.0179,0.0637,0.0101
"Soraka","Nightbringer","12-Dec-2019",18242,0.0267,0.0088,0.1127,0.049,0.5314,0.5213,0.0179,0.0637,0.0101
"Soraka","Reaper","05-Nov-2014",16379,0.0105,0.026,0.0579,0.1315,0.5113,0.4833,-0.0155,-0.0736,0.028
"Soraka","Winter Wonder","06-Dec-2018",17871,0.0189,0.0132,0.0824,0.0636,0.5205,0.5081,0.0057,0.0188,0.0124
"Swain","Original","05-Oct-2010",14887,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swain","Northern Front","05-Oct-2010",14887,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swain","Bilgewater","05-Oct-2010",14887,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swain","Tyrant","22-May-2012",15482,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swain","Dragon Master","22-Feb-2018",17584,0.0992,0.002,0.0745,0.0172,0.5015,0.4725,0.0972,0.0573,0.029
"Swain","Hextech","12-Dec-2019",18242,0.0249,0.0281,0.0633,0.0541,0.509,0.5185,-0.0032,0.00919999999999999,-0.00949999999999995
"Sylas","Original","25-Jan-2019",17921,0.2923,NA,0.1427,NA,0.4771,NA,NA,NA,NA
"Sylas","Lunar Wraith","25-Jan-2019",17921,0.2923,NA,0.1427,NA,0.4771,NA,NA,NA,NA
"Sylas","Freljord","10-Jan-2020",18271,0.0289,0.0128,0.0772,0.0333,0.474,0.4464,0.0161,0.0439,0.0276
"Syndra","Original","12-Sep-2012",15595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Syndra","Justicar","12-Sep-2012",15595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Syndra","Atlantean","29-Apr-2014",16189,0.0347,0.0042,0.11,0.0543,0.4889,0.5022,0.0305,0.0557,-0.0133
"Syndra","Queen of Diamonds","20-May-2015",16575,0.001,0.0023,0.0222,0.0318,0.4788,0.473,-0.0013,-0.0096,0.00580000000000003
"Syndra","Star Guardian","06-Sep-2017",17415,0.0624,0.1019,0.0863,0.0884,0.4791,0.4773,-0.0395,-0.0021,0.00180000000000002
"Syndra","Snow Day","10-Dec-2015",16779,0.0017,9e-04,0.0477,0.0264,0.4826,0.5079,8e-04,0.0213,-0.0253
"Syndra","SKT T1","27-Jun-2017",17344,0.1292,0.1029,0.1003,0.1406,0.4787,0.5016,0.0263,-0.0403,-0.0229
"TahmKench","Original","08-Jul-2015",16624,0.1477,NA,0.1103,NA,0.4234,NA,NA,NA,NA
"TahmKench","Master Chef","08-Jul-2015",16624,0.1477,NA,0.1103,NA,0.4234,NA,NA,NA,NA
"TahmKench","Urf Kench","31-Mar-2016",16891,0.0724,0.1997,0.0362,0.0598,0.4749,0.4648,-0.1273,-0.0236,0.0101
"TahmKench","Coin Emperor","28-Jan-2019",17924,0.0058,0.0075,0.0251,0.0235,0.4522,0.453,-0.0017,0.0016,-0.000800000000000023
"Taliyah","Original","17-May-2016",16938,0.012,NA,0.0483,NA,0.4583,NA,NA,NA,NA
"Taliyah","Freljord","17-May-2016",16938,0.012,NA,0.0483,NA,0.4583,NA,NA,NA,NA
"Taliyah","SSG","20-Jul-2018",17732,0.083,0.1616,0.074,0.071,0.5243,0.5259,-0.0786,0.003,-0.00160000000000005
"Talon","Original","24-Aug-2011",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Talon","Renegade","24-Aug-2011",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Talon","Crimson Elite","24-Aug-2011",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Talon","Dragonblade","10-Jan-2012",15349,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Talon","Blood Moon","09-Feb-2017",17206,0.1986,0.0098,0.0935,0.03,0.5374,0.5455,0.1888,0.0635,-0.0081
"Talon","Enduring Sword","04-Sep-2018",17778,0.0805,0.2431,0.0583,0.0842,0.519,0.5249,-0.1626,-0.0259,-0.00590000000000002
"Talon","Talon Blackwood","19-Mar-2020",18340,0.0481,0.0589,0.0524,0.059,0.5238,0.5126,-0.0108,-0.00659999999999999,0.0112000000000001
"Talon","SSW","13-May-2015",16568,0.0052,0.0032,0.0596,0.0413,0.5289,0.5313,0.002,0.0183,-0.00239999999999996
"Taric","Original","18-Aug-2009",14474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taric","Armor of the Fifth Age","08-Apr-2010",14707,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taric","Bloodstone","09-Aug-2011",15195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taric","Pool Party","13-Jul-2016",16995,0.0032,0.0192,0.0406,0.0452,0.5238,0.5176,-0.016,-0.0046,0.00620000000000009
"Taric","Taric Luminshield","19-Mar-2020",18340,0.0163,0.0232,0.0426,0.0358,0.5319,0.5396,-0.0069,0.0068,-0.00769999999999993
"Taric","Emerald","20-Nov-2009",14568,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teemo","Original","21-Feb-2009",14296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teemo","Astronaut","27-Oct-2010",14909,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teemo","Cottontail","18-Apr-2011",15082,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teemo","Super","10-Oct-2011",15257,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teemo","Panda","09-Jul-2012",15530,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teemo","Omega Squad","08-Apr-2015",16533,0.0032,0.0026,0.0302,0.0219,0.4911,0.4793,6e-04,0.0083,0.0118
"Teemo","Beemo","01-May-2018",17652,0.0312,0.0256,0.0421,0.0347,0.4901,0.4928,0.0056,0.0074,-0.00270000000000004
"Teemo","Happy Elf","17-Dec-2009",14595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teemo","Recon","17-Dec-2009",14595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teemo","Badger","13-Jan-2010",14622,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teemo","Little Devil","19-Oct-2016",17093,0.0113,0.0169,0.0644,0.0554,0.527,0.521,-0.0056,0.009,0.00600000000000001
"Thresh","Original","23-Jan-2013",15728,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thresh","Deep Terror","23-Jan-2013",15728,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thresh","Blood Moon","08-Jan-2015",16443,0.0226,0.0312,0.431,0.4014,0.4856,0.4794,-0.0086,0.0296,0.00619999999999998
"Thresh","Dark Star","15-Jun-2016",16967,0.0054,0.0039,0.3084,0.2692,0.486,0.4846,0.0015,0.0392,0.00140000000000001
"Thresh","High Noon","30-Aug-2018",17773,0.0531,0.0237,0.2218,0.1387,0.5056,0.4907,0.0294,0.0831,0.0149
"Thresh","Pulsefire","21-Nov-2019",18221,0.0995,0.1037,0.2378,0.2358,0.4957,0.4962,-0.0042,0.002,-5e-04
"Thresh","Championship","03-Oct-2013",15981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thresh","SSW","13-May-2015",16568,0.0119,0.0108,0.4656,0.4134,0.4954,0.4892,0.0011,0.0522,0.00619999999999998
"Thresh","Prestige Pulsefire","21-Nov-2019",18221,0.0995,0.1037,0.2378,0.2358,0.4957,0.4962,-0.0042,0.002,-5e-04
"Tristana","Original","21-Feb-2009",14296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristana","Buccaneer","27-Jun-2011",15152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristana","Rocket Girl","19-Oct-2012",15632,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristana","Dragon Trainer","03-Dec-2015",16772,0.0055,0.005,0.1961,0.2022,0.4896,0.4801,5e-04,-0.00609999999999999,0.00949999999999995
"Tristana","Omega Squad","26-Jul-2017",17373,0.1247,0.002,0.2781,0.0831,0.5161,0.5073,0.1227,0.195,0.00880000000000003
"Tristana","Little Demon","30-May-2019",18046,0.0063,0.0077,0.0813,0.0897,0.4936,0.4938,-0.0014,-0.0084,-0.000200000000000033
"Tristana","Pengu Cosplay","01-Apr-2020",18353,NA,0.003,NA,0.0483,NA,0.4888,NA,NA,NA
"Tristana","Earnest Elf","31-Dec-2009",14609,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristana","Firefighter","03-Jun-2010",14763,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristana","Guerilla","10-Aug-2010",14831,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristana","Bewitching","19-Oct-2016",17093,5e-04,8e-04,0.0579,0.0829,0.505,0.498,-3e-04,-0.025,0.00700000000000001
"Tristana","Riot Girl","15-Dec-2009",14593,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trundle","Original","01-Dec-2010",14944,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trundle","Lil' Slugger","01-Dec-2010",14944,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trundle","Junkyard","01-Dec-2010",14944,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trundle","Constable","28-Nov-2014",16402,6e-04,0.001,0.0123,0.0111,0.4845,0.4618,-4e-04,0.0012,0.0227
"Trundle","Worldbreaker","10-Nov-2016",17115,0.004,0.0068,0.0521,0.0547,0.495,0.5307,-0.0028,-0.0026,-0.0357
"Trundle","Dragonslayer","30-Jan-2020",18291,0.0031,0.0015,0.0339,0.0208,0.4981,0.4818,0.0016,0.0131,0.0163
"Trundle","Traditional","30-Apr-2013",15825,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tryndamere","Original","30-Apr-2009",14364,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tryndamere","King","21-Sep-2010",14873,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tryndamere","Demonblade","01-Aug-2011",15187,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tryndamere","Sultan","26-Sep-2012",15609,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tryndamere","Nightmare","07-Jun-2015",16593,0.0054,0.0026,0.0528,0.0368,0.5307,0.5317,0.0028,0.016,-0.001
"Tryndamere","Beast Hunter","04-Feb-2016",16835,2e-04,0.0107,0.0241,0.0316,0.511,0.4898,-0.0105,-0.0075,0.0212
"Tryndamere","Chemtech","05-Jun-2017",17322,0.036,0.0077,0.0664,0.0573,0.532,0.6212,0.0283,0.0091,-0.0891999999999999
"Tryndamere","Blood Moon","20-Feb-2020",18312,0.0402,0.0609,0.0475,0.0471,0.5018,0.5274,-0.0207,0.000399999999999998,-0.0256
"Tryndamere","Highland","16-Mar-2010",14684,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tryndamere","Viking","24-Jun-2011",15149,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tryndamere","Warring Kingdoms","28-Jan-2014",16098,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TwistedFate","Original","21-Feb-2009",14296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TwistedFate","Jack of Hearts","10-Feb-2010",14650,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TwistedFate","Tango","05-Oct-2010",14887,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TwistedFate","High Noon","17-May-2011",15111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TwistedFate","Musketeer","21-Nov-2011",15299,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TwistedFate","Cutpurse","21-Jul-2015",16637,0.1007,0.0102,0.1375,0.0918,0.5204,0.5208,0.0905,0.0457,-0.000400000000000067
"TwistedFate","Blood Moon","09-Feb-2017",17206,0.0051,0.0094,0.0863,0.0956,0.5248,0.5338,-0.0043,-0.0093,-0.00900000000000001
"TwistedFate","Pulsefire","17-May-2018",17668,0.0393,0.0546,0.0991,0.078,0.5205,0.5095,-0.0153,0.0211,0.011
"TwistedFate","The Magnificent","17-May-2010",14746,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TwistedFate","Underworld","26-Oct-2012",15639,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TwistedFate","Red Card","18-Jun-2014",16239,0.0119,0.0107,0.1106,0.1071,0.4946,0.4788,0.0012,0.0035,0.0158
"TwistedFate","PAX","03-Sep-2009",14490,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Twitch","Original","30-Apr-2009",14364,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Twitch","Gangster","13-Oct-2010",14895,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Twitch","Pickpocket","28-Nov-2014",16402,0.001,0.0038,0.035,0.0939,0.4499,0.456,-0.0028,-0.0589,-0.00609999999999999
"Twitch","Omega Squad","26-Jul-2017",17373,0.246,0.1359,0.1881,0.1678,0.5281,0.5298,0.1101,0.0203,-0.00170000000000003
"Twitch","Twitch Shadowfoot","19-Mar-2020",18340,0.003,0.004,0.0344,0.0304,0.5031,0.5099,-0.001,0.004,-0.00680000000000003
"Twitch","Kingpin","20-Nov-2009",14568,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Twitch","Whistler Village","12-Feb-2010",14652,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Twitch","Vandal","22-Feb-2011",15027,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Twitch","SSW","13-May-2015",16568,4e-04,4e-04,0.0238,0.0187,0.4953,0.47,0,0.0051,0.0253
"Twitch","Ice King","06-Dec-2018",17871,0.0197,0.0138,0.0794,0.0648,0.5079,0.5125,0.0059,0.0146,-0.00459999999999994
"Twitch","Medieval","15-Dec-2009",14593,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Udyr","Original","02-Dec-2009",14580,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Udyr","Black Belt","18-Jul-2010",14808,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Udyr","Spirit Guard","16-Jul-2013",15902,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Udyr","Definitely Not","31-Mar-2015",16525,0.0069,0.0016,0.0798,0.0315,0.5175,0.5022,0.0053,0.0483,0.0153
"Udyr","Dragon Oracle","15-Aug-2019",18123,0.011,0.0161,0.0234,0.0291,0.51,0.5081,-0.0051,-0.0057,0.00190000000000001
"Udyr","Primal","06-Dec-2010",14949,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urgot","Original","24-Aug-2010",14845,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urgot","Giant Enemy Crabgot","24-Aug-2010",14845,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urgot","Battlecast","05-Mar-2012",15404,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urgot","High Noon","30-Aug-2018",17773,0.0601,0.0073,0.0792,0.0279,0.5035,0.5143,0.0528,0.0513,-0.0108
"Urgot","Pajama Guardian Cosplay","01-Apr-2020",18353,NA,0.0034,NA,0.0179,NA,0.4845,NA,NA,NA
"Urgot","Butcher","24-Aug-2010",14845,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Varus","Original","08-May-2012",15468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Varus","Blight Crystal","08-May-2012",15468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Varus","Arclight","05-Dec-2012",15679,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Varus","Arctic Ops","20-Mar-2014",16149,0.001,NA,0.0624,NA,0.4882,NA,NA,NA,NA
"Varus","Varus Swiftbolt","07-Dec-2015",16776,7e-04,6e-04,0.0352,0.0336,0.5079,0.5172,1e-04,0.0016,-0.00929999999999997
"Varus","Dark Star","15-Jun-2016",16967,7e-04,4e-04,0.0386,0.0288,0.4913,0.4997,3e-04,0.0098,-0.00839999999999996
"Varus","Infernal","05-Sep-2019",18144,0.002,0.0023,0.0448,0.047,0.4754,0.4796,-3e-04,-0.0022,-0.00420000000000004
"Varus","Heartseeker","13-Feb-2015",16479,4e-04,6e-04,0.0171,0.0233,0.5015,0.5039,-2e-04,-0.0062,-0.00240000000000007
"Varus","Conqueror","25-Apr-2018",17646,0.0129,0.0931,0.0798,0.1648,0.4802,0.5024,-0.0802,-0.085,-0.0221999999999999
"Vayne","Original","10-May-2011",15104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vayne","Aristocrat","10-May-2011",15104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vayne","Dragonslayer","24-Aug-2011",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vayne","Arclight","20-Apr-2015",16545,0.0112,0.0051,0.2751,0.1849,0.5048,0.4883,0.0061,0.0902,0.0165
"Vayne","PROJECT","22-Nov-2017",17492,0.2045,0.1575,0.2635,0.2388,0.5013,0.5051,0.047,0.0247,-0.00380000000000003
"Vayne","Vindicator","10-May-2011",15104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vayne","Heartseeker","14-Feb-2012",15384,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vayne","SKT T1","04-May-2014",16194,0.0362,0.0067,0.2235,0.1796,0.454,0.464,0.0295,0.0439,-0.01
"Vayne","Firecracker","28-Jan-2019",17924,0.251,0.0369,0.2379,0.1629,0.5076,0.4898,0.2141,0.075,0.0178
"Vayne","Soulstealer","28-Jul-2016",17010,0.0464,0.0433,0.1992,0.2457,0.4703,0.48,0.0031,-0.0465,-0.00969999999999999
"Vayne","Prestige Firecracker","28-Jan-2019",17924,0.251,0.0369,0.2379,0.1629,0.5076,0.4898,0.2141,0.075,0.0178
"Veigar","Original","23-Jul-2009",14448,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veigar","White Mage","17-Dec-2009",14595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veigar","Veigar Greybeard","08-Sep-2010",14860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veigar","Leprechaun","15-Mar-2011",15048,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veigar","Superb Villain","02-Jan-2012",15341,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veigar","Final Boss","27-Aug-2014",16309,0.0024,0.0024,0.0349,0.025,0.4711,0.4812,0,0.0099,-0.0101
"Veigar","Omega Squad","26-Jul-2017",17373,0.0074,0.007,0.0549,0.0418,0.4859,0.5055,4e-04,0.0131,-0.0196
"Veigar","Elderwood","29-Aug-2019",18137,0.0206,0.0218,0.0607,0.0624,0.4981,0.5003,-0.0012,-0.0017,-0.00219999999999998
"Veigar","Furyhorn Cosplay","01-Apr-2020",18353,NA,0.0095,NA,0.0428,NA,0.495,NA,NA,NA
"Veigar","Curling","12-Feb-2010",14652,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veigar","Baron Von","27-Jun-2011",15152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veigar","Bad Santa","14-Dec-2012",15688,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Velkoz","Original","27-Feb-2014",16128,0.0263,NA,0.0661,NA,0.4725,NA,NA,NA,NA
"Velkoz","Battlecast","27-Feb-2014",16128,0.0263,NA,0.0661,NA,0.4725,NA,NA,NA,NA
"Velkoz","Arclight","28-Jan-2015",16463,0.0012,0.0014,0.0464,0.0448,0.4984,0.5066,-2e-04,0.0016,-0.00820000000000004
"Velkoz","Definitely Not","31-Mar-2016",16891,0.0011,0.0319,0.0508,0.0325,0.5172,0.5177,-0.0308,0.0183,-0.000500000000000056
"Vi","Original","19-Dec-2012",15693,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vi","Neon Strike","19-Dec-2012",15693,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vi","Officer","29-Oct-2013",16007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vi","Debonair","05-Aug-2014",16287,0.1901,0.1377,0.1824,0.1885,0.5043,0.5102,0.0524,-0.00609999999999999,-0.00590000000000002
"Vi","Demon","19-Oct-2015",16727,0.0158,0.0251,0.0934,0.0795,0.512,0.4963,-0.0093,0.0139,0.0157
"Vi","PROJECT","22-Nov-2017",17492,0.005,0.0023,0.0436,0.0346,0.5018,0.4964,0.0027,0.009,0.00540000000000002
"Vi","Warring Kingdoms","19-Jan-2017",17185,0.1138,0.1037,0.1162,0.1495,0.5142,0.5291,0.0101,-0.0333,-0.0149
"Vi","Heartbreaker","11-Feb-2019",17938,0.0088,0.0034,0.0515,0.0357,0.5082,0.5116,0.0054,0.0158,-0.00340000000000007
"Viktor","Original","29-Dec-2011",15337,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Viktor","Full Machine","29-Dec-2011",15337,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Viktor","Creator","30-Sep-2013",15978,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Viktor","Prototype","29-Dec-2011",15337,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Viktor","Death Sworn","25-Oct-2017",17464,0.0021,0.0023,0.0337,0.04,0.4662,0.4761,-2e-04,-0.0063,-0.00990000000000002
"Vladimir","Original","27-Jul-2010",14817,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vladimir","Marquis","27-Jul-2010",14817,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vladimir","Blood Lord","21-Nov-2011",15299,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vladimir","Soulstealer","09-Jul-2014",16260,0.0017,8e-04,0.0569,0.0368,0.4785,0.4731,9e-04,0.0201,0.00539999999999996
"Vladimir","Academy","26-Aug-2015",16673,0.0133,0.1042,0.0935,0.1228,0.4871,0.4905,-0.0909,-0.0293,-0.00340000000000001
"Vladimir","Dark Waters","31-May-2018",17682,0.3624,0.1859,0.1592,0.121,0.4952,0.5137,0.1765,0.0382,-0.0185000000000001
"Vladimir","Nightbringer","12-Dec-2019",18242,0.1393,0.1875,0.115,0.1163,0.4978,0.4887,-0.0482,-0.0013,0.0091
"Vladimir","Count","27-Jul-2010",14817,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vladimir","Nosferatu","19-Oct-2010",14901,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vladimir","Vandal","24-Jan-2011",14998,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volibear","Original","29-Nov-2011",15307,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volibear","Thunder Lord","29-Nov-2011",15307,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volibear","Runeguard","29-Apr-2013",15824,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volibear","Captain","28-Nov-2014",16402,0.001,9e-04,0.0214,0.019,0.4953,0.487,1e-04,0.0024,0.00830000000000003
"Volibear","El Rayo","01-Jun-2016",16953,0.0531,0.0133,0.0853,0.0568,0.5313,0.5376,0.0398,0.0285,-0.00629999999999997
"Volibear","Northern Storm","29-Nov-2011",15307,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warwick","Original","21-Feb-2009",14296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warwick","Tundra Hunter","15-Aug-2010",14836,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warwick","Firefang","29-Mar-2011",15062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warwick","Hyena","05-Dec-2011",15313,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warwick","Marauder","17-Feb-2015",16483,0.005,0.0892,0.0427,0.0544,0.5057,0.4847,-0.0842,-0.0117,0.021
"Warwick","PROJECT","01-Aug-2019",18109,0.0068,0.0053,0.0392,0.0284,0.5085,0.513,0.0015,0.0108,-0.00450000000000006
"Warwick","Big Bad","27-Apr-2010",14726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warwick","Feral","16-Nov-2010",14929,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warwick","Lunar Guardian","08-Feb-2018",17570,0.2392,0.0447,0.1126,0.0757,0.5349,0.5404,0.1945,0.0369,-0.00549999999999995
"Warwick","Grey","08-Jul-2010",14798,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warwick","Urf the Manatee","31-Mar-2010",14699,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warwick","Urfwick","08-Nov-2017",17478,0.0306,0.0549,0.0537,0.0694,0.5302,0.5129,-0.0243,-0.0157,0.0173
"Xayah","Original","18-Apr-2017",17274,0.4844,NA,0.1984,NA,0.5138,NA,NA,NA,NA
"Xayah","Cosmic Dusk","18-Apr-2017",17274,0.4844,NA,0.1984,NA,0.5138,NA,NA,NA,NA
"Xayah","Star Guardian","12-Sep-2019",18151,0.0572,0.0185,0.1469,0.1038,0.4977,0.5189,0.0387,0.0431,-0.0212000000000001
"Xayah","Sweetheart","12-Feb-2018",17574,0.1821,0.0627,0.2247,0.1372,0.5157,0.4924,0.1194,0.0875,0.0233
"Xayah","SSG","20-Jul-2018",17732,0.0184,0.0239,0.1119,0.0704,0.4936,0.487,-0.0055,0.0415,0.00659999999999999
"Xerath","Original","05-Oct-2011",15252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xerath","Runeborn","05-Oct-2011",15252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xerath","Battlecast","05-Oct-2011",15252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xerath","Scorched Earth","13-Jul-2012",15534,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xerath","Guardian of the Sands","26-Apr-2015",16551,0.0153,0.0609,0.0674,0.1142,0.5078,0.4954,-0.0456,-0.0468,0.0124
"Xerath","Dark Star","26-Mar-2020",18347,0.0077,0.0045,0.057,0.039,0.4952,0.4833,0.0032,0.018,0.0119
"XinZhao","Original","13-Jul-2010",14803,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XinZhao","Commando","13-Jul-2010",14803,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XinZhao","Warring Kingdoms","08-Feb-2013",15744,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XinZhao","Secret Agent","16-Mar-2015",16510,0.0012,0.0011,0.0468,0.0404,0.5017,0.484,9.99999999999998e-05,0.0064,0.0177
"XinZhao","Dragonslayer","09-Mar-2017",17234,0.0035,6e-04,0.056,0.0243,0.5331,0.5271,0.0029,0.0317,0.00600000000000001
"XinZhao","Cosmic Defender","21-Aug-2018",17764,0.0511,0.0902,0.0701,0.0834,0.5102,0.5065,-0.0391,-0.0133,0.00370000000000004
"XinZhao","Imperial","13-Jul-2010",14803,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XinZhao","Viscero","22-Nov-2010",14935,NA,NA,NA,NA,NA,NA,NA,NA,NA
